older_cohort,newer_cohort,contrast,dimension,dimension_label,family,direction_semantics,older_n,newer_n,older_mean,newer_mean,older_sd,newer_sd,older_median,newer_median,mean_delta,hedges_g,effect_magnitude,cliffs_delta,wasserstein_1,sd_ratio_newer_to_older,row_welch_normal_approx_p,older_source_units,newer_source_units,older_source_macro_mean,newer_source_macro_mean,source_macro_delta,source_macro_welch_normal_approx_p,ci90_low,ci90_high,ci95_low,ci95_high,equivalence_band_raw,equivalence_status,practical_direction,row_bh_q_60_tests,source_macro_bh_q_60_tests
V1,V2,V2-V1,H,Human-effort prior,context,context,3359,6673,1.844298898481691,3.6051251311254306,0.50887546200093,0.7616505883817728,2.0,4.0,1.7608262326437396,2.561191031585129,large,0.9581657175608744,1.7608262326437403,1.496732786813723,0.0,162,1106,1.8232244607003572,3.636867476216315,1.8136430155159577,0.0,1.76312978355201,1.8639013624338556,1.7523304140195586,1.873680585984852,0.13749029577895883,different_source_macro,newer higher (context signal),0.0,0.0
V1,V2,V2-V1,X,Exposure,context,context,3359,6673,3.0014885382554333,3.0038962985164095,0.05174891650994439,0.0881962673276459,3.0,3.0,0.0024077602609762216,0.03089966526496178,negligible,0.001055606283884433,0.0024077602609763327,1.7043113803300127,0.08569699908215361,162,1106,3.001048979262487,3.0029439575278447,0.0018949782653576719,0.11327045427693014,3.2628805718926135e-05,0.003939173020099295,-0.0002563031055845432,0.004366021142410792,0.015583212270746983,practically_equivalent_source_macro,newer higher (context signal),0.09348763536234939,0.16576164040526362
V1,V2,V2-V1,T,100-hour tractability,protocol,favorable,2817,6606,5.697195598154065,5.316227671813503,1.0184219084808608,1.1082513723210838,6.0,5.0,-0.38096792634056165,-0.3520087024011557,small,-0.1873967373600295,0.380967926340562,1.0882045673724932,6.52583989891669e-59,159,1103,5.650498542412764,5.226892200644637,-0.42360634176812706,2.18342709615382e-08,-0.5450666461118457,-0.2994896414964797,-0.5692553035492322,-0.27761258073586836,0.216436465528021,different_source_macro,newer lower / less favorable,1.7023930171087017e-58,6.550281288461459e-08
V1,V2,V2-V1,V_true,Verification if true,execution,burden,3359,6673,5.6674903245013395,5.567241120935113,1.2154173815551612,1.1298157590668991,5.8,5.7,-0.1002492035662268,-0.08647647430088015,negligible,-0.08711881497632325,0.16122150613660097,0.929570184047613,6.590176008277477e-05,162,1106,5.709023604599881,5.689279462368467,-0.01974414223141352,0.7330649175247481,-0.11623084032044675,0.07420147714972371,-0.1327323726575955,0.09013487393087719,0.23183578652603531,practically_equivalent_source_macro,newer lower / less burdensome,9.195594430154619e-05,0.7854266973479443
V1,V2,V2-V1,V_false,Verification if false,execution,burden,3359,6673,5.518993748139328,5.333193466207104,0.795929975668072,0.7530093151232189,5.4,5.2,-0.18580028193222464,-0.24202084206363167,small,-0.1571295004190794,0.18814194243958862,0.9460748283681272,2.7955893758503415e-29,162,1106,5.581483426649648,5.383267422340434,-0.19821600430921382,0.00016924133582321037,-0.28900658804763324,-0.11053366472905232,-0.3065302590557287,-0.09477758898133007,0.15352924703563606,inconclusive_source_macro,newer lower / less burdensome,5.783978019000706e-29,0.00039055692882279317
V1,V2,V2-V1,F,Formalization burden,execution,burden,3359,6673,5.86883000893123,5.598921025026226,1.4355590583416025,1.3598226136796256,6.0,5.5,-0.26990898390500373,-0.19477557227210188,very_small,-0.11782428306684119,0.2750814948484263,0.9472425434384638,1.5080179034127743e-19,162,1106,5.95341584688874,5.786079147484532,-0.16733669940420803,0.14428187409054255,-0.35015555897183576,0.018941128693267563,-0.3818288200538525,0.05472564850054744,0.27712797619096136,inconclusive_source_macro,newer lower / less burdensome,2.7418507334777713e-19,0.20132354524261753
V1,V2,V2-V1,P,Prerequisite preparation,execution,burden,3359,6673,7.0824947901161055,6.529731754832908,1.0555577257854751,1.0917090821277309,7.0,6.4,-0.5527630352831974,-0.5119023241191678,moderate,-0.2838846114946383,0.5527630352831973,1.0342485829615375,3.136590040555891e-132,162,1106,7.259667730087678,6.541660236493203,-0.7180074935944747,2.392301523861366e-16,-0.8647600403629315,-0.5802413394346486,-0.8913078320084669,-0.5523743936247137,0.21594811157618385,different_source_macro,newer lower / less burdensome,1.1070317790197262e-131,1.196150761930683e-15
V1,V2,V2-V1,B,Breadth,execution,burden,3359,6673,2.430782971122358,1.848344073130526,0.8579337618498545,0.9384956105876787,2.0,2.0,-0.5824388979918318,-0.6383699374006372,moderate,-0.37019774649629145,0.5824388979918319,1.093902177907207,4.0830428090856395e-212,162,1106,2.569054182137151,1.750649869763383,-0.8184043123737681,3.342556922207671e-35,-0.9297751351022094,-0.7077911546589225,-0.9526369755536297,-0.6870621701683136,0.18246327420026343,different_source_macro,newer lower / less burdensome,2.449825685451384e-211,2.865048790463718e-34
V1,V2,V2-V1,L,Tool leverage,execution,favorable,3359,6673,4.803542721047931,4.814506219091863,1.119759695358018,1.1198353203855287,4.5,4.5,0.010963498043931708,0.009789766300275244,negligible,0.0041537645518388965,0.04721898983105076,1.000067536836541,0.6435131217722976,162,1106,4.889621899961686,4.749486154737015,-0.14013574522467032,0.02881218413304592,-0.24605644271782853,-0.03356795976936935,-0.2614366833856881,-0.012723390409772922,0.22396200040535683,inconclusive_source_macro,newer higher / more favorable,0.6462584453009044,0.05238578933281076
V1,V2,V2-V1,ambiguity,Ambiguity,context,burden,3359,6673,1.9060434653170588,1.5273340326689644,1.1607702303177998,1.0104901130893147,1.5,1.5,-0.3787094326480944,-0.35618072334171075,small,-0.2351129332760552,0.37870943264809404,0.8705341390540823,3.111547878887722e-58,162,1106,2.070094225431433,1.5534555191781048,-0.5166387062533284,2.307647034128254e-15,-0.6283044218871997,-0.41436798460056185,-0.6512148122918096,-0.3948087977580146,0.21263425495727933,different_source_macro,newer lower / less burdensome,7.778869697219305e-58,1.0650678619053479e-14
V1,V2,V2-V1,literature,Literature load,context,context,3359,6673,2.063590354272105,3.060737299565412,0.27475534643627625,0.3215792985823238,2.0,3.0,0.997146945293307,3.250970604324598,large,0.9471042253830281,0.997146945293308,1.1704205314050455,0.0,162,1106,2.142636133822266,3.0618822109798907,0.9192460771576245,7.733790046649854e-300,0.8773858496220059,0.9594842422652907,0.8699498625102251,0.9660726726157739,0.06133998134431168,different_source_macro,newer higher (context signal),0.0,2.3201370139949565e-298
V1,V2,V2-V1,collection_prior,Collection-barrier prior,context,context,3359,6673,6.147305745757666,6.0,0.7010060661395698,0.0,6.0,6.0,-0.14730574575766564,-0.3631412255289837,small,-0.05090800833581423,0.2837749330157786,0.0,4.033899375014029e-34,162,1106,6.099720419307435,6.0,-0.09972041930743458,0.0028008262582908624,-0.15366150131472392,-0.04424515002188677,-0.16332036525766505,-0.03357803112098219,0.08112256072401293,inconclusive_source_macro,newer lower (context signal),8.644070089315775e-34,0.0057948129481879915
